
[Name]
LineMerici

[Data]
X [ m ], Y [ m ], Z [ m ], Pvc.Velocity [ m s^-1 ], Pvc.Volume Fraction, Pvp.Velocity [ m s^-1 ], User Defined Memory 0, Y [ m ]
1.09999999e-001, 2.01105729e-001, 0.00000000e+000, 5.31580746e-002, 4.12109308e-002, 4.23276499e-002, 1.00081797e+001, 2.01105729e-001
1.09999999e-001, 2.02563018e-001, 0.00000000e+000, 5.22930585e-002, 4.04929444e-002, 4.11503986e-002, 9.88304710e+000, 2.02563018e-001
1.09999999e-001, 2.04020306e-001, 0.00000000e+000, 5.14628291e-002, 3.97480167e-002, 4.00014184e-002, 9.76814938e+000, 2.04020306e-001
1.09999999e-001, 2.05477595e-001, 0.00000000e+000, 5.06432801e-002, 3.90031040e-002, 3.88561264e-002, 9.65324974e+000, 2.05477595e-001
1.09999999e-001, 2.06934884e-001, 0.00000000e+000, 4.99783382e-002, 3.82111482e-002, 3.78283039e-002, 9.55952930e+000, 2.06934884e-001
1.09999999e-001, 2.08392173e-001, 0.00000000e+000, 4.93931286e-002, 3.73967998e-002, 3.68595198e-002, 9.47589493e+000, 2.08392173e-001
1.09999999e-001, 2.09849462e-001, 0.00000000e+000, 4.88196984e-002, 3.65824513e-002, 3.58962566e-002, 9.39225960e+000, 2.09849462e-001
1.09999999e-001, 2.11306751e-001, 0.00000000e+000, 4.83649522e-002, 3.57336663e-002, 3.50320674e-002, 9.32688904e+000, 2.11306751e-001
1.09999999e-001, 2.12764040e-001, 0.00000000e+000, 4.79794629e-002, 3.48656625e-002, 3.42253000e-002, 9.27171612e+000, 2.12764040e-001
1.09999999e-001, 2.14221328e-001, 0.00000000e+000, 4.76034209e-002, 3.39976624e-002, 3.34241763e-002, 9.21654320e+000, 2.14221328e-001
1.09999999e-001, 2.15678617e-001, 0.00000000e+000, 4.72087488e-002, 3.31014134e-002, 3.26449834e-002, 9.17263699e+000, 2.15678617e-001
1.09999999e-001, 2.17135906e-001, 0.00000000e+000, 4.68009189e-002, 3.21868174e-002, 3.18793468e-002, 9.13604927e+000, 2.17135906e-001
1.09999999e-001, 2.18593195e-001, 0.00000000e+000, 4.63973358e-002, 3.12722214e-002, 3.11163794e-002, 9.09946346e+000, 2.18593195e-001
1.09999999e-001, 2.20050484e-001, 0.00000000e+000, 4.59437557e-002, 3.03384922e-002, 3.03573683e-002, 9.06829262e+000, 2.20050484e-001
1.09999999e-001, 2.21507773e-001, 0.00000000e+000, 4.54514958e-002, 2.93903556e-002, 2.96005793e-002, 9.04120064e+000, 2.21507773e-001
1.09999999e-001, 2.22965062e-001, 0.00000000e+000, 4.49609384e-002, 2.84422189e-002, 2.88448352e-002, 9.01410770e+000, 2.22965062e-001
1.09999999e-001, 2.24422351e-001, 0.00000000e+000, 4.44274694e-002, 2.74858996e-002, 2.80926526e-002, 8.99036121e+000, 2.24422351e-001
1.09999999e-001, 2.25879639e-001, 0.00000000e+000, 4.38565016e-002, 2.65224595e-002, 2.73434203e-002, 8.96952629e+000, 2.25879639e-001
1.09999999e-001, 2.27336928e-001, 0.00000000e+000, 4.32867929e-002, 2.55590156e-002, 2.65949704e-002, 8.94868946e+000, 2.27336928e-001
1.09999999e-001, 2.28794217e-001, 0.00000000e+000, 4.26563770e-002, 2.46012527e-002, 2.58362498e-002, 8.92921734e+000, 2.28794217e-001
1.09999999e-001, 2.30251506e-001, 0.00000000e+000, 4.19650860e-002, 2.36491766e-002, 2.50671897e-002, 8.91110516e+000, 2.30251506e-001
1.09999999e-001, 2.31708795e-001, 0.00000000e+000, 4.12752442e-002, 2.26971041e-002, 2.42990088e-002, 8.89299583e+000, 2.31708795e-001
1.09999999e-001, 2.33166084e-001, 0.00000000e+000, 4.05445695e-002, 2.17647459e-002, 2.35325042e-002, 8.87535858e+000, 2.33166084e-001
1.09999999e-001, 2.34623373e-001, 0.00000000e+000, 3.97665985e-002, 2.08551977e-002, 2.27679051e-002, 8.85826778e+000, 2.34623373e-001
